,Customer Name,Review Title,Date of Post,Product Name,Rating,Given Reviews,Image Link,Post is Helpful
357,Seema Satpute, Only Apple iPhone.. Love it ,Reviewed in India on 22 February 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Excellent Performance, Excellent New features. Camera, Battery I always love it...👌👌👌👍👍👍 Value for money. Worth buying. 👍👍👍👌👌👌. Like it. Nice design also  ",NA,NA
358,rajeev kumar, Good phone ,Reviewed in India on 12 February 2021,Colour: GreenSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,"Good phone to buy  with brand name of iphone. although the iPhone X is (imo) overpriced compared to a similarly priced Galaxy Note 9, which is bigger, offers more memory, and far more customization features than any iPhone before or since.  ",NA,NA
359,Nikhil Raj S, An amazing product ,Reviewed in India on 18 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,The A14 Bionic chip is indeed amazing. The sharp edges are a true beauty indeed. The camera performance is astonishing as well :)  ,NA,One person found this helpful
360,SandeepBeligini, Network problem ,Reviewed in India on 10 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,3.0 out of 5 stars,"Battery is good, value for money is lite expensive and finally iphone E sim network is till not working properly,  ",NA,One person found this helpful
361,sanjay g., Amazing phone ever ,Reviewed in India on 22 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Amazing phone and my kidneys are safe 😂😂😒 nd i am shift from Android user to the ios user literally 😂😒😎  ,NA,NA
362,Prateek Sharma, Recommend to look for other options ,Reviewed in India on 24 April 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,After buying it miseries starts....no matter how much discount you get you need to spent atleast 10k additional for the basic accessories. First Apple product n really disappointed.  ,NA,NA
363,Sarvesh, No Caption Needed... Just Go For It !!! 🔥🔥 ,Reviewed in India on 31 December 2020,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,This is the best Phone on the Market Right Now ...  U can definitely check it out... & Go for it !!!  ,https://images-na.ssl-images-amazon.com/images/I/91b+U7G24aL._SY88.jpg,One person found this helpful
364,Rahil Shaikh, Better then samsung note 20 pro ultra ,Reviewed in India on 8 December 2020,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Best iOs phone if you have budget of 75k Amd  better than samsungs flaships mobile If uh want then just go for it  ,NA,One person found this helpful
365,Manash Choudhury, So Good!!!!! ,Reviewed in India on 29 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Great phone. But its costlier. Camera is best part. Battery life is great. Very light to hold. I love iphone.  ,NA,NA
366,Zilangamba warepam, 12 battery is worse 11 is better ,Reviewed in India on 17 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,3.0 out of 5 stars,Battery is worse 11 is batter then 12 battery drain to first i charge 100 % and i use to play a music in 1 or to minut the battery is down to first  ,https://images-na.ssl-images-amazon.com/images/I/A1Rr0o6kM+L._SY88.jpg,NA
367,Kinjol, awesome!!! ,Reviewed in India on 1 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Beautiful design ! Super performance ! Very nice mobile phone...(fingerprint is replaced with face recognition - no problems so far.)  ,NA,NA
368,A.Selvamanikandan, Beast ,Reviewed in India on 3 December 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Beast....Ever...Don’t Trust Other Brand Plastics..Really worthable product from AppleThe Originallity and the Quality Ever from appleTrust  ,https://images-na.ssl-images-amazon.com/images/I/81ktLAVesuL._SY88.jpg,NA
369,Sumit vansh, No Charger ,Reviewed in India on 25 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Finger print dediya hota to 5🌟 ho jate best phone 2021 camera best display best battery backup best and performance best and big problem no chager  ,NA,NA
370,Ravish, Overpriced ,Reviewed in India on 4 May 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,"Overpriced product not worth the price waste of money, don't buy it.usless product the design is worst and it is overpriced.  ",NA,NA
371,kalpana baghel, Battery is a bummer ,Reviewed in India on 22 January 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Great camera 📷 but the freaking battery is a bummer I would recommend iphone 11 if u wanna for the battery life  ,NA,NA
372,Mehul Patel, good ,Reviewed in India on 6 April 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,good product overall. I am using since two months months months months months months months months  months  months  months  months  ,NA,NA
373,Abhishek Rai, Camera and battery ,Reviewed in India on 18 April 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"It has improved its battery quality and its camera is still better than iPhone 11 and oneplus 9 pro , I’m satisfied with the product  ",https://images-na.ssl-images-amazon.com/images/I/A1sYRu0OKYL._SY88.jpg,NA
374,XPG, 🔥 ,Reviewed in India on 5 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Best phone but doesn’t have myriad apps like android.Surround sounds!!! Best battery best display Love this phone. Best in class  ,NA,NA
375,Sameer Empire, Love it. ,Reviewed in India on 29 December 2020,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Camera quality is very nice.Love this productI am upgrade to my iPhone x to iPhone 12This product is value for moneyThank you. Apple  ,https://images-na.ssl-images-amazon.com/images/I/61Lr6jaFuHL._SY88.jpg,NA
376,Mukund, Khatam tata bye bye ,Reviewed in India on 21 November 2020,Colour: GreenSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Okkk so done with one kidney going to sell another one for power adapter and for case 🤧 and ofcourse value for kidney 😅  ,NA,NA
377,Arijit Pal, Apple ,Reviewed in India on 2 May 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Very good in all kind of features are super cool. Phone is like a Astronaut in all kind of terms.  ,NA,NA
378,RUSHIKESH, best prooduct ,Reviewed in India on 6 February 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,RUSHIKESH PATEL IPHONE 12BEST AND GOOD PHONE.VALUE FOR MONEYGOOD CAMERA AND BATTERYCAMERA SENSOR IS BEST IN IPHONE 12  ,https://images-na.ssl-images-amazon.com/images/I/718ZwFJLb0L._SY88.jpg,NA
379,Aditya Joshi, Iphone beast ,Reviewed in India on 30 March 2021,Colour: GreenSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Beast . Best battery life 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥👍👍go for it you will love this mobileIt is light weight and very good  ,NA,NA
380,HARISH," Camera, design and display quality. ",Reviewed in India on 10 February 2021,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Camera, design and display quality improved on this 12. Other than that regular iPhone11 with that same notch. Honest review....!  ",https://images-na.ssl-images-amazon.com/images/I/B1NhHklKJtS._SY88.jpg,NA
381,MD R., Battery life is poor ,Reviewed in India on 4 March 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,"Camera is good but battery is poor capacity, and also warmth problem. I think this phone is not value for money on this price range.  ",NA,NA
382,saish, Loving it ,Reviewed in India on 24 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Switching to iPhone after a gap of 4 years and it feels good . Smooth performance with improved battery life  ,NA,NA
383,Amazon Customer, Best ,Reviewed in India on 4 March 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Good phoneI like it very muchYou can also buy the same phone with hdfc offers and win it  ,NA,NA
384,Vijay Kumar Sharma, Nice ,Reviewed in India on 19 January 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,Amazing product...by apple good camera quality look premium best phone of the year 2020.  Good deal from Amazon that's all  ,NA,NA
385,Gourav jaiswal, Kidney = iPhone 12. ,Reviewed in India on 31 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,I sold my kidney for this mobile.Its working but my kidney didn't.The pain is smaller than the price of Mobile.  ,NA,NA
386,g prasad, I phone is always iphone ,Reviewed in India on 25 March 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Man the chip is fast camera op All good than my Samsung fold2 which is word of 2lks this is with of 80k better  ,NA,NA
387,Fardeen, Camera and screen✨ ,Reviewed in India on 5 April 2021,Colour: BlackSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,Awesome phone...camera and screen is just wow... love it must buy phone... I recommend every one to buy it ✨  ,https://images-na.ssl-images-amazon.com/images/I/91q5gY2hJFL._SY88.jpg,NA
388,Shubham shrivastav, best ,Reviewed in India on 1 May 2021,Colour: BlackSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,Well organized and easy to understand Web building sdfsdf sd gs gs gsg s gs sdggsd ffsdg sd sd gs gsg sd  ,NA,NA
389,Jamil ahmad khan mardana khan, This is iphone my choice ,Reviewed in India on 19 January 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,I love iPhoneMy first choice was iPhone 12 buy iPhone my choice I love iPhone my best choice for apple  ,https://images-na.ssl-images-amazon.com/images/I/A1n5ZSYEmmL._SY88.jpg,NA
390,Dipanjan Roychoudhary, Perfect replacement for a long time android user ,Reviewed in India on 5 December 2020,Colour: WhiteSize name: 256GBPattern name: iPhone 12,5.0 out of 5 stars,"Okay I NEED TO CLEAR a few misconceptions about this phone because i am seeing a lot of negative reviews here which are not true, probably from IOS haters. I have been an android user since 2014 when I got my first phone, after many years i switched to Apple after complaining about their high prices  because i was disappointed with Samsung using Exynos processors for their flagship phones in India which causes heating, and Oneplus throwing one cheap model after another every six months.And trust me guys its amazing. The software is butter smooth, i might never go back to android again.  FIRST OF ALL - who said the battery life is bad? I got my phone at 70 percent charge at 2 pm and after 24 hours it was 20 percent EVEN AFTER I KEPT MY DATA PACK ON THE WHOLE TIME.SECONDLY- why are so many guys reviewing the phone on basis of the charger? everyone knows iphone 12 comes without an adapter. did you people not do your research before buying?THIRD - the 60 Hz thing does not matter at all, flipping screen is  real quick u wont even notice the difference from a 120 Hz in androidand lastly - the AI is so sharp, be it the camera which automatically detects low light or even the face recognition.overall this phone is worth the high price. i will definitely be using it for 4-5 years. a happy customer here  ",https://images-na.ssl-images-amazon.com/images/I/71CnzpJTD6L._SY88.jpg,12 people found this helpful
391,Lav, Great purchase! ,Reviewed in India on 30 December 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"I used to use an Android phone till 2014 and wanted to switch to iOS, so the same year I bought iPhone 6, It was good to have an iOS device and the performance and the cameras but those were sufficient only until next year when 6s launched. Though I was a fan of the iPhone 5 and 5s box design but couldn't buy them somehow. I wasn't and I'm not crazy about changing or upgrading phone every year so in 2015 I bought again iPhone 6s by having a thought that this phone has everything which I needed ever, except for box design. Now I was satisfied enough with this.As time goes on and years passed away many iPhone models came but I wasn't eager to buy any of them but when this year series 12 launched, that made me excited to buy because firstly I was technologically behind and secondly the nostalgic box design.Years ago, when I switched to iOS, I'm quite satisfied with it, I never thought and want to go back to Android.When it comes to iPhone 12, it's a great and beautiful device. Smooth performance, good battery life, overpriced of course but people always have the choice to buy it or not. Though face ID is new to me and initially little inconvenient compared to touch ID, hopefully, I'm gonna used to of it.I bought a 128 GB device as per my requirement and colour white because finger prints on back are not visible, compared to other darker colours.INR 3000₹ Discount on the colour white, plus 6000₹ HDFC instant discount. Effective price 76000₹. Unfortunately Charging Brick isn't included and it coasted 1900₹ more for 20W USB-C from Apple India website.Overall it's a great device and satisfied purchase but overpriced for sure.  ",https://images-na.ssl-images-amazon.com/images/I/A1RMasMp13L._SY88.jpg,3 people found this helpful
392,Glamour123, The phone is a beast! ,Reviewed in India on 22 December 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Thanks to Amazon n the seller for early delivery. I have used this phone from the last 10 days n it’s absolutely stunning, beautiful n the beast..Camera is awesome n the night mode is fabulous. I have upgraded from iPhone 6s. No other phone in the current market can outdo it. Though it’s expensive but you won’t regret to buy if u can afford.I have seen a lot of other negative comments n they r android users. I will be using this ph for another 5 to 6 years.  ",NA,One person found this helpful
393,Tapa, Worth it! Go for it! ,Reviewed in India on 11 November 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Just great! Initially heating issue with it but I learnt that it’s due to initial setup process! Now it’s just a monster!  ,https://images-na.ssl-images-amazon.com/images/I/519irOG0t4L._SY88.jpg,2 people found this helpful
394,MANU GOPINATH, Everything is good but not te yellow tinted display ! ,Reviewed in India on 24 January 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,"Completely satisfied with the performance , Camera and Battery life. But display totally disappointed me. There is an extra yellow tint for the display and colors are off. I am a photographer and colour grading artist. So accurate color reproduction is of almost importance to me. Please reconsider your decision if you are in similar profession  ",NA,One person found this helpful
395,Krishna Poojary, Awesome ,Reviewed in India on 25 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Back to the same design of iPhone 4/5. Phone feels great to hold and use. Very snappy and good battery life. Records video in HDR which looks really good on the oled screen of the phone.  ,NA,NA
396,vinothan, Best Premium Smartphone in all aspects ,Reviewed in India on 2 January 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Looks premium on hand, Fastest mobile on the planet right now and definitely worthy.Battery life is good compared to other flagship mobiles.Camera is outstanding, apple always does the same with iPhone series.Always in love with apple products still love continues😍😍😍😍  ",https://images-na.ssl-images-amazon.com/images/I/B12esmmYqkS._SY88.jpg,NA
397,jayraj, Iphone 12 128gb ,Reviewed in India on 4 February 2021,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"It's my day 1 review, bought for 72k ,iphone 12 128gb red color. Soon I may modify review again.  ",https://images-na.ssl-images-amazon.com/images/I/91E4ucDkjVL._SY88.jpg,2 people found this helpful
398,Shashi Prakash Yadav, Awesm ,Reviewed in India on 16 April 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Awesome phone at reasonable price got it at 73000/ Good deal.. If ur camera lover then u can go for it u will not be disappointed with its camera  ,NA,NA
399,Rajesh Gokhale, Best buying experience ,Reviewed in India on 27 January 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"There's enough written about the iPhone already, what I liked was the user experience of buying from Amazon rather than from a store.  ",NA,NA
400,Venkadesh P, Best iPhone ,Reviewed in India on 13 November 2020,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Awesome photo and video quality.Performance is the top notch.as usual awesome iOS.  ,NA,NA
401,basharat, Best ,Reviewed in India on 5 February 2021,Colour: GreenSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,I like it very powerful phone  ,NA,NA
402,Yashesh, Perfect One ,Reviewed in India on 9 November 2020,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Perfect one because iphone is iphone....  ,NA,One person found this helpful
403,Madangir Giri, Good one ,Reviewed in India on 7 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Good one first time using  ,NA,One person found this helpful
404,Prasad T, Beyond expectations ,Reviewed in India on 20 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,It looks stylish. the camera quality is beyond expectations  ,https://images-na.ssl-images-amazon.com/images/I/81aTQ2sC5NL._SY88.jpg,NA
405,Kartik sahai, Excellent iPhone ,Reviewed in India on 10 February 2021,Colour: GreenSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Superb experience  ,NA,NA
406,Anurag, Phew ,Reviewed in India on 12 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Great Phone  ,NA,NA
407,Amazon Customer, nice ,Reviewed in India on 2 January 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,best phone!!!  ,NA,NA
408,Raj, Price could have been to 75k ,Reviewed in India on 20 November 2020,Colour: BlueSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,"Great phone no doubt, but for the price given the battery capacity should’ve been 3000mah and above.Pros1. Touch feel is improved and smooth2. Getting a bigger ram is a plus point3. Esim is working fine4. Voice clarity is improved (compared with my iPhone 7)Cons1. Battery life...Note- Upgraded from iPhone 7 Recommend for the people who are using  iPhone 8 and below models.  ",NA,8 people found this helpful
409,Parth," Good phone overall, but lack some features and a bit overpriced ",Reviewed in India on 30 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Pros:1) Display and camera quality is good for the price2) Super fast and lag free experience3) looks and build quality is top notch (I like the boxy shape)4) iOS integration and Apple ecosystem works like a charm if u have other apple devices5) battery life is good6) Resale value due to “Apple brand”: is goodCons:1) No zoom lens at this price (camera isn’t versatile due to that)2) face Id and notch: due to mask, doesn’t work (fingerprint sensor is a must have these days)3) overpriced in India by at-least ₹15000-200004) very slow charging speed5) no adapter in the box6) iOS limitations if you are coming from android (no dual whatsapp, no call recording, split screen multitasking, home screen customisations, etc)7) 60hz Display and that big notch again, is a let down  ",https://images-na.ssl-images-amazon.com/images/I/71KjiYyh1EL._SY88.jpg,3 people found this helpful
410,Rahul mundhra, SCRATCH ISSUES ON DISPLAY ,Reviewed in India on 16 December 2020,Colour: WhiteSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,The ceramic shield they say is only for glass unbreakable thing and it doesnot cover scratches .Had a small scratch on screen display just in day 1 of use and when i searched online solution then i found i am not the only one.This problem is facing by many iphone 12 and pro customers  ,NA,3 people found this helpful
411,ajitesh garg, Excellent ,Reviewed in India on 9 February 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Awesome phone with great looks and great hardware. Go for it without thinking twice.  Worth the money for the price paid.  ,NA,NA
412,Alpha, Amazing iphone ,Reviewed in India on 13 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Amazing iphone. Very stylish, very smart, awesome quality, superb video quality amazing,  good battery life to use in style Review @Ashokroczz  ",NA,NA
413,Aishwarya Arora, Lovely ,Reviewed in India on 27 April 2021,Colour: GreenSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Wonderful phone. must buy.. Go for it. Apple is always the best. One must try and find best deals. Colours are awesome  ,NA,NA
414,Sanjay Singh, I wanna buy it but i can't. ,Reviewed in India on 8 April 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,I cant afford it.I always wanted an iPhone that's why i participated in amazon quiz for prize money so that i can buy it.  ,NA,NA
415,Pooja sachdeva, Don't buy it online ,Reviewed in India on 14 March 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,Plz take from shop not amazon I got broken😤😤 don't buy online it's worth l e s sOk  ,NA,One person found this helpful
416,Ⱥmɨŧɇsħ, Good ,Reviewed in India on 25 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Good but not good as iPhone 12 Pro  nice flagship nice phone feels like holding iPhone 4+ iPhone 11 mixed  ,NA,NA
417,Joshi D, Booting issue found after update ios 14.4.1 on iphone 12 series ,Reviewed in India on 28 March 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Phone is good nice, performance also well,But after update ios 14.4.1 found booting issue and its still not solved from Apple  ",NA,NA
418,prashanth, Best iPhone to buy ,Reviewed in India on 10 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Moved from oneplus, this phone is perfect on hand with a smaller size. Battery backup has been great. After some minor tweaks, I get more than a day of back up. The camera is better than the one plus.  ",NA,NA
419,Chakradhar Reddy, Good one to go for ,Reviewed in India on 25 March 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"This is an awesome product, battery life is also good. If you are a normal user easily you can use this for 1.5 days or 30 to 36 hrs screen resolution camera quality every thing is exceptional.  ",NA,NA
420,Chakradhar Reddy, Good one to go for ,Reviewed in India on 25 March 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"This is an awesome product, battery life is also good. If you are a normal user easily you can use this for 1.5 days or 30 to 36 hrs screen resolution camera quality every thing is exceptional.  ",NA,NA
421,Aneesh, Good phone .. 👍 ,Reviewed in India on 2 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Apple 12 is a decent phone to upgrade if you are using any apple phone below X.. If you are using 11 or 11 pro, I would say just wait till the next version or the next .. It’s an excellent phone but the battery life is not great as usual.. light weight and beautiful to hold.. 5G is available but in India we will have to wait for some time.. Enjoy and have fun using the device.. 👍👍👍  ",NA,NA
422,Rafay Khan, Phone heats ,Reviewed in India on 25 March 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,2.0 out of 5 stars,The phone heats very much when in use and also when charging. Got replaced one time but still the same problem happened  ,NA,NA
423,Saptarshi Dutt," Excellent phone, beautiful colour♥️ ",Reviewed in India on 3 April 2021,Colour: GreenSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"Excellent phone, only reason I have reduced one star is since Amazon reduced the price by Rs 3000 the day after I received the phone and this really hurts after spending so much of my hard earned money. Exchange value received for my older phone was also pretty inadequate, considering the condition it was in.Pros:1. The green colour is gorgeous2. Cameras are outstanding3. Battery life is really good, lasts me almost 2 days on a charge4. Screen is very bright and has vibrant colours5. Speaker is very loudCons:1. Just nitpicking, but a fingerprint sensor would have been much more convenient during Covid2. Indian variant doesn't have the mmWave antenna, inspite of being more expensive than the US VariantOverall, a great buy.TIP: Please do not buy 64 GB model, unless you have a robust cloud subscription to upload stuff into.  ",https://images-na.ssl-images-amazon.com/images/I/A1x6axnTCJL._SY88.jpg,2 people found this helpful
424,Ajeya Singh, iPhone 12 ,Reviewed in India on 28 April 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Great phone and no issues with the piece received from Amazon.  ,NA,NA
425,sananda saha, Bad camera ,Reviewed in India on 21 February 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,"I am using oneplus 7 pro , bought this as secondary ph... camera is just pathetic... not worthy. Got a scratchy product which hanged too had to replace  still not happy. Oneplus is just the best. Period.  ",NA,NA
426,Chetan Rana, Just Amazing and feels super premium!! ,Reviewed in India on 22 March 2021,Colour: GreenSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,No words to say!  ,https://images-na.ssl-images-amazon.com/images/I/81xovp4HQBL._SY88.jpg,NA
427,Amazon Customer, Amazing!! Amazing!! ,Reviewed in India on 15 March 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Loving it! But cant seem to get over my 5 yo 6S which still in fabulous condition except for the battery life.Iphone12: Amazing look & feel, yet to explore the finer aspects.Super quick delivery, ordered @ night, got early mrng delivery day.  ",https://images-na.ssl-images-amazon.com/images/I/B1hfseiPn4S._SY88.jpg,NA
428,Ashok K Alexander, Good Quality Product ,Reviewed in India on 26 April 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"After three months, the phone is performing well. There have been no problems. All the features are working well.  ",NA,NA
429,Mani (Varun Idiot), I love apple brand only.. ,Reviewed in India on 7 April 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Vera lavel eruku friends...  ,NA,One person found this helpful
430,Deepak S., It’s an iPhone what more to say ,Reviewed in India on 8 April 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,It’s an iPhone  ,NA,NA
431,Arjun, It just works ,Reviewed in India on 21 April 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,It’s apple. What else reason do by you need?  ,https://images-na.ssl-images-amazon.com/images/I/91VC1k1aDqL._SY88.jpg,NA
432,Saurabh D., Service Woes....Defective product combined with Poor Service...read on...... ,Reviewed in India on 3 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,"Given a 1 Star as Apple continues to sell a defective product without resolving reported issues worldwideBeware: Buy at your own LUCK. This is solely based on my 2 months of experience with a defective iPhone12 128GB purchased from Amazon.Part I - The Rise of 'iPhone'The Saga began with an aspiration to buy a quality iPhone, feedback was that it never hangs....but wait no one told me that it won't hang till it works . This came as a gift to me from my wife, seeing my aspiration, she also got inspired and jumped the Gun to buy it on my birthday......But none of us imagined the nightmare it will become if you got yourself a defective piece. Don't believe me, search for ""iPhone 12 non-responsive screen"". You will get heartburns reading how many of them have non-responsive screens and have not worked even after replacement of whole phone itself, one guy had it replaced 3 times but issue kept coming back.It seems iPhone 12 is a defective buildAfter approx 15-20 days I started seeing same issue of phone unlocking(face unlock) but then nothing used to work on the touch screen. You are effectively not able to walk past the unlocked screen.If you locked and unlocked again, touch screen would start functioning till the next time it would behave in the same manner. I installed the apple support app to diagnose the issue and luckily the touchscreen issues went away without any trace.But wait, I wasnt so lucky, the same issue crept back exactly on the 54th day but this time with a vengeance, the phone simply wouldn't unlock no matter what you do. You can see the screen, it would charge and reboot and all that . Now began the nightmare which is the Part II.Part II - The Phantom(iPhone service) menace- No direct way to contact India customer support, only through chat and they will do an automated call back- First they tell me the usual workarounds, press button A, B, C etc etc. which I have already tried, standard procedures eating up so much time- Next after frustrating 30 min call with them, they send me instructions over email to take backup and do a factory restore(ignoring the fact that the touch screen isnt working)- As expected cannot take backup using itunes due to the PIN which requires your touch screen to work, frustrations are on the peak.- Now I reach back to support and they are trying to get me an appointment with the nearest service center, their service locator app is not working and I am scheduled a call back.- I wait at the designated schedule but I get a mail that I am not reachable, wait....my number is pre-fixed with a +91 and the automated call back is also adding another +91......shikes I will never get a call back.- Now I try to reach out to them, with the frustrations at the peak, didn't want to talk to them so started a chat session and luckily got the appointment with them in the next hour.- Reached the Service center, they asked me to wait, diagnosed and found that the iphone screen is not responsive, have to seek guidance from Apple.- After a week of checking online status which didnt change, I called the service center and asked for status. I am told that they are waiting for parts from Apple. I told them I am not interested, either replace the whole handset or refund the money.-I am provided Apple support number to talk to, as it a decision that has to come from Apple.- I immediately call Apple support and have a long conversation of over 45 minutes in which they are defiant to replace the handset and insist that they provide quality repair in India which after repairs will be like new only.- I offer them this ""NEW"" repaired phone and to give me my money back. I also state that in the USA, they replace and in INDIA is a repair, to which I am given an answer that every region has a different policy.....how discriminatory.- The call ends after 45 minutes of strong discussions that I will evaluate the quality of repair and then only accept the phone back. But with still no change in status on their site, I am not sure if they even know what to do with these screen issues on iPhonePart III - The Empire Strikes Back- For many days apple service did not have a clue on whats happening except for waiting for Apple to respond- After multiple followups and posts on twitter, got some attention- Repaired phone(not acceptable) was returned after 13 days with chassis replaced- Poor service for one of ""the"" expensive phones on this planet, Apple has taken Indian customers for granted. I am sure they would have replaced the phone immediately in US.BAD overall experience, has spoiled the product ownership experience forever.  ",NA,One person found this helpful
433,harsh gupta, Good ,Reviewed in India on 29 March 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,Overall good but camera and battery life not as good as iphone 11pro  ,NA,NA
